category,sample,clip_id,dino_id,weighted_score,psnr,ssim,lpips,best_seed_index,max_weighted_score
Luminance,flowerwoman,0.7332275152206421,0.8018573746085167,0.7812684167921543,5.505849301815033,0.37080341950058937,0.489819023758173,0,0.8170998322963714
